type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-04-01T01:33,2022-04-01T09:41:30,489,32.926175869120655,399.659763313608,1314.5869251777185,0.6852668485229234,1.7472952885097024
IDT,2022-04-02T02:42,2022-04-02T11:03,501,31.505788423153692,-302.1467455621314,1743.7340835405048,0.6662015691899613,1.756958311637703
IDT,2022-04-03T01:52:30,2022-04-03T11:56:30,604,31.81407284768212,-155.2905882352934,2271.6961536330637,0.657656032638739,1.7805427320578098
IDT,2022-04-04T02:05:30,2022-04-04T09:26,440,32.83113636363636,317.79467455621307,1055.91401176434,0.5504092701384513,1.7479464076100748
IDT,2022-04-05T00:07,2022-04-05T08:17:30,491,32.283503054989815,85.74201183431978,1604.9692720843013,0.5436847000808284,1.7472559637383744
IDT,2022-04-06T02:45,2022-04-06T10:44,479,32.77035490605428,259.72812500000146,1092.1113964844262,0.5328834802860122,1.7403811480202553
IDT,2022-04-07T03:37,2022-04-07T10:03,386,32.751554404145075,181.4582159624424,1324.367394145811,0.53168315564974,1.7532607600600327
IDT,2022-04-08T02:38:30,2022-04-08T08:20,341,31.593548387096774,-234.5762910798112,1532.2324819259811,0.5478157268582847,1.7610563579940288
IDT,2022-04-09T01:29,2022-04-09T09:12:30,461,33.19891540130152,422.0050916496966,715.0381288032513,0.5754868332917797,1.7362078671481211
IDT,2022-04-10T00:22,2022-04-10T06:56,394,32.83071065989848,204.26564417177724,258.2380289058201,0.5808208336590097,1.7308749598337685
IDT,2022-04-11T13:56,2022-04-11T17:33:30,218,35.37110091743119,658.3589680589666,2310.2889028608333,0.8196556207165084,1.7574030441277142
IDT,2022-04-11T23:05,2022-04-12T07:41:30,517,32.740425531914894,201.27837837837433,986.2467806627974,0.8213917982704021,1.7556394420612411
IDT,2022-04-12T23:20,2022-04-13T09:08,588,32.603911564625854,41.11941747572564,1438.7965246487875,0.8209996123131058,1.7510101518997703
IDT,2022-04-14T01:24:30,2022-04-14T09:21,476,33.462184873949575,426.4192307692301,895.8221856509335,0.8278011266034653,1.7260199442708744
IDT,2022-04-15T01:41:30,2022-04-15T11:05,563,31.440674955595025,-633.7528846153873,2007.6759125373792,0.8508287893803014,1.7448925626165375
IDT,2022-04-16T01:57:30,2022-04-16T11:43:30,586,33.03959044368601,277.32115384615463,529.422154215863,0.8512675061284352,1.7105044383571628
IDT,2022-04-17T01:18:30,2022-04-17T08:51,452,33.071681415929206,211.4319727891143,417.8390245961491,0.856834271716959,1.6841678859729174
IDT,2022-04-18T01:11:30,2022-04-18T10:54,582,32.79639175257732,32.572340425533184,380.945373472292,0.8479688242689135,1.6561870387378286
IDT,2022-04-19T02:39:30,2022-04-19T08:47:30,367,32.20844686648501,-195.2361702127655,589.5852919874014,0.8108018711017955,1.631161227864054
IDT,2022-04-20T00:50:30,2022-04-20T09:06,495,32.31272727272727,-211.71063829787272,912.9180896333419,0.8059076982103763,1.6195636127627215
IDT,2022-04-21T00:11:30,2022-04-21T09:18,546,32.92655677655677,95.55129533679064,821.5666301110759,0.7650910958109157,1.5909885674500657
IDT,2022-04-21T23:58,2022-04-22T08:30:30,513,31.04756335282651,-871.2928535993833,3376.486426380812,0.8116776194806073,1.6504167949799975
IDT,2022-04-23T00:02:30,2022-04-23T08:37,514,32.68365758754864,-29.178723404253105,963.0591398822144,0.7971354553222341,1.641334420152883
IDT,2022-04-24T00:05:30,2022-04-24T09:55:30,590,31.516101694915253,-705.6045202417408,2829.257608450018,0.8089465049035811,1.672827736625785
IDT,2022-04-25T00:35:30,2022-04-25T08:23,467,31.742612419700215,-452.7234083947351,2311.4852773202583,0.8225692766967422,1.6962361434353697
