recorded_time,temperature,sensor_type
2022-03-19T00:00,-3.5670107406019724,UNKNOWN
2022-03-19T00:01,-3.667010740601974,UNKNOWN
2022-03-19T00:02,-3.7670107406019717,UNKNOWN
2022-03-19T00:03,-3.667010740601974,UNKNOWN
2022-03-19T00:04,-3.667010740601974,UNKNOWN
2022-03-19T00:05,-3.5670107406019724,UNKNOWN
2022-03-19T00:06,-3.367010740601973,UNKNOWN
2022-03-19T00:07,-3.2670107406019717,UNKNOWN
2022-03-19T00:08,-3.0670107406019724,UNKNOWN
2022-03-19T00:09,-2.867010740601973,UNKNOWN
2022-03-19T00:10,-2.7670107406019717,UNKNOWN
2022-03-19T00:11,-2.7670107406019717,UNKNOWN
2022-03-19T00:12,-2.7670107406019717,UNKNOWN
2022-03-19T00:13,-2.967010740601971,UNKNOWN
2022-03-19T00:14,-3.2670107406019717,UNKNOWN
2022-03-19T00:15,-3.467010740601971,UNKNOWN
2022-03-19T00:16,-3.667010740601974,UNKNOWN
2022-03-19T00:17,-3.7670107406019717,UNKNOWN
2022-03-19T00:18,-3.967010740601971,UNKNOWN
2022-03-19T00:19,-4.167010740601974,UNKNOWN
2022-03-19T00:20,-4.167010740601974,UNKNOWN
2022-03-19T00:21,-3.867010740601973,UNKNOWN
2022-03-19T00:22,-3.867010740601973,UNKNOWN
2022-03-19T00:23,-3.7670107406019717,UNKNOWN
2022-03-19T00:24,-3.5670107406019724,UNKNOWN
2022-03-19T00:25,-3.7670107406019717,UNKNOWN
2022-03-19T00:26,-3.867010740601973,UNKNOWN
2022-03-19T00:27,-3.967010740601971,UNKNOWN
2022-03-19T00:28,-4.067010740601972,UNKNOWN
2022-03-19T00:29,-3.967010740601971,UNKNOWN
2022-03-19T00:30,-3.967010740601971,UNKNOWN
2022-03-19T00:31,-4.067010740601972,UNKNOWN
2022-03-19T00:32,-3.967010740601971,UNKNOWN
2022-03-19T00:33,-3.967010740601971,UNKNOWN
2022-03-19T00:34,-4.067010740601972,UNKNOWN
2022-03-19T00:35,-4.067010740601972,UNKNOWN
2022-03-19T00:36,-4.267010740601972,UNKNOWN
2022-03-19T00:37,-4.267010740601972,UNKNOWN
2022-03-19T00:38,-4.367010740601973,UNKNOWN
2022-03-19T00:39,-4.367010740601973,UNKNOWN
2022-03-19T00:40,-4.367010740601973,UNKNOWN
2022-03-19T00:41,-4.367010740601973,UNKNOWN
2022-03-19T00:42,-4.267010740601972,UNKNOWN
2022-03-19T00:43,-4.367010740601973,UNKNOWN
2022-03-19T00:44,-4.267010740601972,UNKNOWN
2022-03-19T00:45,-4.267010740601972,UNKNOWN
2022-03-19T00:46,-4.367010740601973,UNKNOWN
2022-03-19T00:47,-4.467010740601971,UNKNOWN
2022-03-19T00:48,-4.167010740601974,UNKNOWN
2022-03-19T00:49,-4.067010740601972,UNKNOWN
2022-03-19T00:50,-3.867010740601973,UNKNOWN
2022-03-19T00:51,-3.5670107406019724,UNKNOWN
2022-03-19T00:52,-3.367010740601973,UNKNOWN
2022-03-19T00:53,-3.2670107406019717,UNKNOWN
2022-03-19T00:54,-3.0670107406019724,UNKNOWN
2022-03-19T00:55,-2.7670107406019717,UNKNOWN
2022-03-19T00:56,-2.5670107406019724,UNKNOWN
2022-03-19T00:57,-2.467010740601971,UNKNOWN
2022-03-19T00:58,-2.467010740601971,UNKNOWN
2022-03-19T00:59,-2.667010740601974,UNKNOWN
2022-03-19T01:00,-2.667010740601974,UNKNOWN
2022-03-19T01:01,-2.367010740601973,UNKNOWN
2022-03-19T01:02,-2.0670107406019724,UNKNOWN
2022-03-19T01:03,-1.6670107406019739,UNKNOWN
2022-03-19T01:04,-1.3670107406019731,UNKNOWN
2022-03-19T01:05,-1.2670107406019717,UNKNOWN
2022-03-19T01:06,-1.0670107406019724,UNKNOWN
2022-03-19T01:07,-0.6670107406019739,UNKNOWN
2022-03-19T01:08,-0.467010740601971,UNKNOWN
2022-03-19T01:09,-0.2670107406019717,UNKNOWN
2022-03-19T01:10,-0.2670107406019717,UNKNOWN
2022-03-19T01:11,-0.2670107406019717,UNKNOWN
2022-03-19T01:12,-0.2670107406019717,UNKNOWN
2022-03-19T01:13,-0.2670107406019717,UNKNOWN
2022-03-19T01:14,-0.2670107406019717,UNKNOWN
2022-03-19T01:15,-0.16701074060197385,UNKNOWN
2022-03-19T01:16,-0.36701074060197314,UNKNOWN
2022-03-19T01:17,-0.7670107406019717,UNKNOWN
2022-03-19T01:18,-1.1670107406019739,UNKNOWN
2022-03-19T01:19,-1.6670107406019739,UNKNOWN
2022-03-19T01:20,-2.0670107406019724,UNKNOWN
2022-03-19T01:21,-2.2670107406019717,UNKNOWN
2022-03-19T01:22,-2.5670107406019724,UNKNOWN
2022-03-19T01:23,-2.867010740601973,UNKNOWN
2022-03-19T01:24,-2.867010740601973,UNKNOWN
2022-03-19T01:25,-3.0670107406019724,UNKNOWN
2022-03-19T01:26,-2.967010740601971,UNKNOWN
2022-03-19T01:27,-3.167010740601974,UNKNOWN
2022-03-19T01:28,-3.2670107406019717,UNKNOWN
2022-03-19T01:29,-3.2670107406019717,UNKNOWN
2022-03-19T01:30,-3.0670107406019724,UNKNOWN
2022-03-19T01:31,-2.967010740601971,UNKNOWN
2022-03-19T01:32,-2.5670107406019724,UNKNOWN
2022-03-19T01:33,-2.2670107406019717,UNKNOWN
2022-03-19T01:34,-2.367010740601973,UNKNOWN
2022-03-19T01:35,-2.367010740601973,UNKNOWN
2022-03-19T01:36,-2.5670107406019724,UNKNOWN
2022-03-19T01:37,-2.5670107406019724,UNKNOWN
2022-03-19T01:38,-2.367010740601973,UNKNOWN
2022-03-19T01:39,-2.167010740601974,UNKNOWN
2022-03-19T01:40,-2.167010740601974,UNKNOWN
2022-03-19T01:41,-2.0670107406019724,UNKNOWN
2022-03-19T01:42,-1.467010740601971,UNKNOWN
2022-03-19T01:43,-0.8670107406019731,UNKNOWN
2022-03-19T01:44,-0.36701074060197314,UNKNOWN
2022-03-19T01:45,0.03298925939802899,UNKNOWN
2022-03-19T01:46,0.43298925939802757,UNKNOWN
2022-03-19T01:47,0.7329892593980247,UNKNOWN
2022-03-19T01:48,0.7329892593980247,UNKNOWN
2022-03-19T01:49,0.9329892593980276,UNKNOWN
2022-03-19T01:50,1.1329892593980304,UNKNOWN
2022-03-19T01:51,1.3329892593980261,UNKNOWN
2022-03-19T01:52,1.3329892593980261,UNKNOWN
2022-03-19T01:53,0.8329892593980261,UNKNOWN
2022-03-19T01:54,0.33298925939802615,UNKNOWN
2022-03-19T01:55,-0.06701074060197243,UNKNOWN
2022-03-19T01:56,-0.467010740601971,UNKNOWN
2022-03-19T01:57,-0.7670107406019717,UNKNOWN
2022-03-19T01:58,-0.8670107406019731,UNKNOWN
2022-03-19T01:59,-0.8670107406019731,UNKNOWN
2022-03-19T02:00,-0.7670107406019717,UNKNOWN
2022-03-19T02:01,-0.5670107406019724,UNKNOWN
2022-03-19T02:02,-0.467010740601971,UNKNOWN
2022-03-19T02:03,-0.467010740601971,UNKNOWN
2022-03-19T02:04,-0.467010740601971,UNKNOWN
2022-03-19T02:05,-0.16701074060197385,UNKNOWN
