date_time,heart_zone_id,total_minutes
2022-01-01T21:43,FAT_BURN,1
2022-01-02T10:24,FAT_BURN,1
2022-01-02T13:38,FAT_BURN,1
2022-01-02T13:39,FAT_BURN,1
2022-01-02T14:30,FAT_BURN,1
2022-01-02T18:24,FAT_BURN,1
2022-01-02T18:25,FAT_BURN,1
2022-01-02T18:26,FAT_BURN,1
2022-01-03T09:55,FAT_BURN,1
2022-01-03T09:56,FAT_BURN,1
2022-01-03T09:57,FAT_BURN,1
2022-01-03T14:23,FAT_BURN,1
2022-01-03T14:24,FAT_BURN,1
2022-01-04T10:16,FAT_BURN,1
2022-01-04T10:17,FAT_BURN,1
2022-01-04T15:19,FAT_BURN,1
2022-01-04T15:20,FAT_BURN,1
2022-01-04T15:21,FAT_BURN,1
2022-01-04T15:22,FAT_BURN,1
2022-01-04T15:23,FAT_BURN,1
2022-01-04T15:28,FAT_BURN,1
2022-01-04T15:29,FAT_BURN,1
2022-01-04T15:30,FAT_BURN,1
2022-01-04T15:31,FAT_BURN,1
2022-01-04T15:32,FAT_BURN,1
2022-01-04T15:33,FAT_BURN,1
2022-01-04T15:34,FAT_BURN,1
2022-01-04T15:36,FAT_BURN,1
2022-01-04T15:37,FAT_BURN,1
2022-01-04T15:38,FAT_BURN,1
2022-01-04T15:44,FAT_BURN,1
2022-01-04T15:45,FAT_BURN,1
2022-01-04T15:46,FAT_BURN,1
2022-01-04T15:47,FAT_BURN,1
2022-01-04T17:22,FAT_BURN,1
2022-01-04T17:23,FAT_BURN,1
2022-01-04T17:24,FAT_BURN,1
2022-01-04T17:25,FAT_BURN,1
2022-01-04T17:26,FAT_BURN,1
2022-01-04T17:27,FAT_BURN,1
2022-01-05T09:00,FAT_BURN,1
2022-01-05T09:01,FAT_BURN,1
2022-01-05T09:04,FAT_BURN,1
2022-01-05T09:05,FAT_BURN,1
2022-01-05T09:06,FAT_BURN,1
2022-01-05T09:07,FAT_BURN,1
2022-01-05T09:08,FAT_BURN,1
2022-01-05T09:09,FAT_BURN,1
2022-01-05T09:10,FAT_BURN,1
2022-01-05T09:11,FAT_BURN,1
2022-01-05T09:12,FAT_BURN,1
2022-01-05T09:13,FAT_BURN,1
2022-01-05T09:14,FAT_BURN,1
2022-01-05T09:15,FAT_BURN,1
2022-01-05T09:16,FAT_BURN,1
2022-01-05T09:17,FAT_BURN,1
2022-01-05T09:18,FAT_BURN,1
2022-01-05T09:19,FAT_BURN,1
2022-01-05T09:20,FAT_BURN,1
2022-01-05T09:21,FAT_BURN,1
2022-01-05T09:22,FAT_BURN,1
2022-01-05T09:23,FAT_BURN,1
2022-01-05T09:24,FAT_BURN,1
2022-01-05T09:25,FAT_BURN,1
2022-01-05T09:32,FAT_BURN,1
2022-01-05T09:33,FAT_BURN,1
2022-01-05T09:34,FAT_BURN,1
2022-01-05T09:35,FAT_BURN,1
2022-01-05T09:36,FAT_BURN,1
2022-01-05T09:37,FAT_BURN,1
2022-01-05T09:38,FAT_BURN,1
2022-01-05T09:41,FAT_BURN,1
2022-01-05T09:42,FAT_BURN,1
2022-01-05T09:52,FAT_BURN,1
2022-01-05T09:53,FAT_BURN,1
2022-01-05T09:56,FAT_BURN,1
2022-01-05T09:57,FAT_BURN,1
2022-01-05T09:58,FAT_BURN,1
2022-01-05T10:06,FAT_BURN,1
2022-01-05T10:07,FAT_BURN,1
2022-01-05T12:54,FAT_BURN,1
2022-01-05T12:55,FAT_BURN,1
2022-01-05T12:56,FAT_BURN,1
2022-01-05T12:57,FAT_BURN,1
2022-01-05T12:58,FAT_BURN,1
2022-01-05T12:59,FAT_BURN,1
2022-01-05T17:50,FAT_BURN,1
2022-01-05T17:51,FAT_BURN,1
2022-01-05T17:52,FAT_BURN,1
2022-01-05T21:01,FAT_BURN,1
2022-01-05T21:02,FAT_BURN,1
2022-01-05T21:03,CARDIO,2
2022-01-06T10:38,CARDIO,2
2022-01-06T11:59,FAT_BURN,1
2022-01-06T12:00,FAT_BURN,1
2022-01-06T13:45,FAT_BURN,1
2022-01-06T13:59,FAT_BURN,1
2022-01-06T14:26,FAT_BURN,1
