date_time,heart_zone_id,total_minutes
2022-02-01T10:51,FAT_BURN,1
2022-02-02T10:43,FAT_BURN,1
2022-02-02T16:39,FAT_BURN,1
2022-02-02T16:40,FAT_BURN,1
2022-02-02T16:45,FAT_BURN,1
2022-02-02T17:09,FAT_BURN,1
2022-02-02T17:10,FAT_BURN,1
2022-02-02T17:11,FAT_BURN,1
2022-02-02T17:12,FAT_BURN,1
2022-02-02T22:21,FAT_BURN,1
2022-02-03T17:46,FAT_BURN,1
2022-02-03T17:47,FAT_BURN,1
2022-02-03T18:05,FAT_BURN,1
2022-02-03T18:06,FAT_BURN,1
2022-02-03T18:10,FAT_BURN,1
2022-02-03T18:11,FAT_BURN,1
2022-02-04T13:55,FAT_BURN,1
2022-02-04T13:56,FAT_BURN,1
2022-02-04T22:19,FAT_BURN,1
2022-02-04T22:20,FAT_BURN,1
2022-02-04T23:09,FAT_BURN,1
2022-02-04T23:11,FAT_BURN,1
2022-02-04T23:12,FAT_BURN,1
2022-02-04T23:13,FAT_BURN,1
2022-02-05T12:56,FAT_BURN,1
2022-02-05T13:57,FAT_BURN,1
2022-02-05T13:58,FAT_BURN,1
2022-02-05T14:44,FAT_BURN,1
2022-02-05T14:45,FAT_BURN,1
2022-02-05T14:48,FAT_BURN,1
2022-02-05T14:49,FAT_BURN,1
2022-02-05T14:50,FAT_BURN,1
2022-02-05T17:35,FAT_BURN,1
2022-02-05T17:36,FAT_BURN,1
2022-02-05T17:45,FAT_BURN,1
2022-02-05T21:54,FAT_BURN,1
2022-02-06T13:05,FAT_BURN,1
2022-02-06T15:37,FAT_BURN,1
2022-02-06T17:43,FAT_BURN,1
2022-02-06T17:44,CARDIO,2
2022-02-06T22:02,FAT_BURN,1
2022-02-06T22:03,FAT_BURN,1
2022-02-07T10:06,FAT_BURN,1
2022-02-07T10:07,FAT_BURN,1
2022-02-07T10:08,FAT_BURN,1
2022-02-07T15:25,FAT_BURN,1
2022-02-07T15:26,FAT_BURN,1
2022-02-07T20:36,FAT_BURN,1
2022-02-07T20:37,FAT_BURN,1
2022-02-08T11:15,FAT_BURN,1
2022-02-08T11:16,FAT_BURN,1
2022-02-08T11:17,FAT_BURN,1
2022-02-08T21:38,FAT_BURN,1
2022-02-09T10:14,FAT_BURN,1
2022-02-09T10:15,FAT_BURN,1
2022-02-10T08:51,FAT_BURN,1
2022-02-10T08:52,FAT_BURN,1
2022-02-10T08:55,FAT_BURN,1
2022-02-10T09:00,FAT_BURN,1
2022-02-10T09:01,FAT_BURN,1
2022-02-10T09:02,FAT_BURN,1
2022-02-10T09:03,FAT_BURN,1
2022-02-10T09:04,FAT_BURN,1
2022-02-10T09:23,FAT_BURN,1
2022-02-10T09:24,FAT_BURN,1
2022-02-10T09:25,FAT_BURN,1
2022-02-10T09:26,FAT_BURN,1
2022-02-10T09:28,FAT_BURN,1
2022-02-10T09:54,FAT_BURN,1
2022-02-10T09:55,FAT_BURN,1
2022-02-10T12:17,FAT_BURN,1
2022-02-10T12:18,FAT_BURN,1
2022-02-10T12:19,FAT_BURN,1
2022-02-10T17:59,FAT_BURN,1
2022-02-10T18:01,FAT_BURN,1
2022-02-10T18:02,FAT_BURN,1
2022-02-10T18:03,FAT_BURN,1
2022-02-10T18:04,FAT_BURN,1
2022-02-10T18:05,FAT_BURN,1
2022-02-10T18:06,FAT_BURN,1
2022-02-10T18:07,FAT_BURN,1
2022-02-10T19:30,FAT_BURN,1
2022-02-10T19:31,FAT_BURN,1
2022-02-10T19:32,FAT_BURN,1
2022-02-10T22:54,FAT_BURN,1
2022-02-10T22:55,FAT_BURN,1
2022-02-10T22:56,FAT_BURN,1
2022-02-10T23:02,FAT_BURN,1
2022-02-11T08:49,FAT_BURN,1
2022-02-11T08:51,FAT_BURN,1
2022-02-11T11:45,FAT_BURN,1
2022-02-11T11:47,FAT_BURN,1
2022-02-11T11:48,FAT_BURN,1
2022-02-11T16:17,FAT_BURN,1
2022-02-11T17:22,FAT_BURN,1
2022-02-11T17:23,FAT_BURN,1
2022-02-11T17:24,FAT_BURN,1
2022-02-11T17:25,FAT_BURN,1
2022-02-11T17:26,FAT_BURN,1
2022-02-11T21:14,FAT_BURN,1
2022-02-12T00:04,FAT_BURN,1
2022-02-12T14:12,FAT_BURN,1
2022-02-12T14:13,FAT_BURN,1
2022-02-12T15:35,FAT_BURN,1
2022-02-12T15:37,FAT_BURN,1
2022-02-12T15:38,FAT_BURN,1
2022-02-12T15:39,FAT_BURN,1
2022-02-12T15:40,FAT_BURN,1
2022-02-12T15:47,FAT_BURN,1
2022-02-12T15:53,FAT_BURN,1
2022-02-12T15:58,FAT_BURN,1
2022-02-12T15:59,FAT_BURN,1
2022-02-12T16:02,FAT_BURN,1
2022-02-12T16:04,FAT_BURN,1
2022-02-12T16:05,FAT_BURN,1
2022-02-12T18:59,FAT_BURN,1
2022-02-12T19:00,FAT_BURN,1
2022-02-12T19:01,FAT_BURN,1
2022-02-12T19:02,FAT_BURN,1
2022-02-12T19:03,FAT_BURN,1
2022-02-12T20:44,FAT_BURN,1
2022-02-12T21:08,FAT_BURN,1
2022-02-12T21:09,FAT_BURN,1
2022-02-13T12:36,FAT_BURN,1
2022-02-13T16:40,FAT_BURN,1
2022-02-13T16:41,FAT_BURN,1
2022-02-13T16:42,FAT_BURN,1
2022-02-13T17:01,FAT_BURN,1
2022-02-14T11:07,FAT_BURN,1
2022-02-14T11:08,FAT_BURN,1
2022-02-14T11:09,FAT_BURN,1
2022-02-14T11:10,FAT_BURN,1
2022-02-14T13:22,FAT_BURN,1
2022-02-14T13:23,FAT_BURN,1
2022-02-14T14:43,FAT_BURN,1
2022-02-14T17:06,FAT_BURN,1
2022-02-14T17:08,FAT_BURN,1
2022-02-14T20:21,FAT_BURN,1
2022-02-14T20:22,FAT_BURN,1
2022-02-14T20:23,FAT_BURN,1
2022-02-14T22:42,FAT_BURN,1
2022-02-15T07:16,FAT_BURN,1
2022-02-15T07:53,FAT_BURN,1
2022-02-15T09:50,FAT_BURN,1
2022-02-15T13:16,FAT_BURN,1
2022-02-15T13:17,FAT_BURN,1
2022-02-15T20:29,FAT_BURN,1
2022-02-15T20:30,FAT_BURN,1
2022-02-15T20:31,FAT_BURN,1
2022-02-15T20:32,FAT_BURN,1
2022-02-15T22:23,FAT_BURN,1
2022-02-16T14:03,FAT_BURN,1
2022-02-16T14:21,FAT_BURN,1
2022-02-16T14:24,FAT_BURN,1
2022-02-16T14:25,FAT_BURN,1
2022-02-16T14:26,FAT_BURN,1
2022-02-16T14:27,FAT_BURN,1
2022-02-16T22:44,FAT_BURN,1
2022-02-16T22:45,FAT_BURN,1
2022-02-17T12:42,FAT_BURN,1
2022-02-17T12:43,FAT_BURN,1
2022-02-17T12:44,FAT_BURN,1
2022-02-17T12:45,FAT_BURN,1
2022-02-17T13:34,FAT_BURN,1
2022-02-17T13:35,FAT_BURN,1
2022-02-17T13:36,FAT_BURN,1
2022-02-17T15:50,FAT_BURN,1
2022-02-17T15:52,FAT_BURN,1
2022-02-17T16:07,FAT_BURN,1
2022-02-17T16:08,FAT_BURN,1
2022-02-17T16:09,FAT_BURN,1
2022-02-17T19:29,FAT_BURN,1
2022-02-17T19:30,FAT_BURN,1
2022-02-17T20:54,FAT_BURN,1
2022-02-17T22:49,FAT_BURN,1
2022-02-17T22:50,FAT_BURN,1
2022-02-17T22:51,FAT_BURN,1
2022-02-18T02:06,FAT_BURN,1
2022-02-18T02:07,FAT_BURN,1
2022-02-18T02:08,FAT_BURN,1
2022-02-18T02:09,FAT_BURN,1
2022-02-18T02:11,FAT_BURN,1
2022-02-18T02:12,FAT_BURN,1
2022-02-18T02:13,FAT_BURN,1
2022-02-18T02:14,FAT_BURN,1
2022-02-18T02:15,FAT_BURN,1
2022-02-18T12:42,FAT_BURN,1
2022-02-18T12:43,CARDIO,2
2022-02-18T12:44,FAT_BURN,1
2022-02-18T12:47,FAT_BURN,1
2022-02-19T16:58,FAT_BURN,1
2022-02-19T18:14,FAT_BURN,1
2022-02-19T18:49,FAT_BURN,1
2022-02-19T18:51,FAT_BURN,1
2022-02-19T18:52,FAT_BURN,1
2022-02-19T18:53,FAT_BURN,1
2022-02-19T18:54,FAT_BURN,1
2022-02-19T18:55,FAT_BURN,1
2022-02-19T19:02,FAT_BURN,1
2022-02-19T19:03,FAT_BURN,1
2022-02-19T19:08,FAT_BURN,1
2022-02-19T19:11,FAT_BURN,1
2022-02-20T19:21,FAT_BURN,1
2022-02-20T19:22,FAT_BURN,1
2022-02-20T19:23,FAT_BURN,1
2022-02-20T19:25,FAT_BURN,1
2022-02-20T19:26,FAT_BURN,1
2022-02-21T00:30,FAT_BURN,1
2022-02-21T00:31,FAT_BURN,1
2022-02-21T00:32,FAT_BURN,1
2022-02-21T09:27,FAT_BURN,1
2022-02-21T13:53,FAT_BURN,1
2022-02-21T13:58,FAT_BURN,1
2022-02-21T13:59,FAT_BURN,1
2022-02-21T14:10,FAT_BURN,1
2022-02-21T14:11,FAT_BURN,1
2022-02-21T14:12,FAT_BURN,1
2022-02-21T14:32,FAT_BURN,1
2022-02-21T14:38,FAT_BURN,1
2022-02-21T22:06,FAT_BURN,1
2022-02-22T10:51,FAT_BURN,1
2022-02-22T11:05,FAT_BURN,1
2022-02-22T11:06,FAT_BURN,1
2022-02-22T11:07,FAT_BURN,1
2022-02-22T11:08,FAT_BURN,1
2022-02-22T13:14,FAT_BURN,1
2022-02-22T13:25,FAT_BURN,1
2022-02-22T13:32,FAT_BURN,1
2022-02-22T13:33,FAT_BURN,1
2022-02-22T13:34,FAT_BURN,1
2022-02-22T13:35,FAT_BURN,1
2022-02-22T13:36,FAT_BURN,1
2022-02-22T16:30,FAT_BURN,1
2022-02-22T20:02,FAT_BURN,1
2022-02-22T20:03,FAT_BURN,1
2022-02-22T20:30,FAT_BURN,1
2022-02-22T22:07,FAT_BURN,1
2022-02-22T22:10,FAT_BURN,1
2022-02-22T22:11,FAT_BURN,1
2022-02-22T22:12,FAT_BURN,1
2022-02-22T22:13,FAT_BURN,1
2022-02-22T22:14,FAT_BURN,1
2022-02-22T22:15,FAT_BURN,1
2022-02-22T22:16,FAT_BURN,1
2022-02-22T22:17,FAT_BURN,1
2022-02-22T22:18,FAT_BURN,1
2022-02-22T22:19,FAT_BURN,1
2022-02-22T22:20,FAT_BURN,1
2022-02-23T09:17,FAT_BURN,1
2022-02-23T09:18,FAT_BURN,1
2022-02-23T12:38,FAT_BURN,1
2022-02-23T12:39,FAT_BURN,1
2022-02-23T16:42,FAT_BURN,1
2022-02-23T16:43,FAT_BURN,1
2022-02-23T16:44,FAT_BURN,1
2022-02-24T10:45,FAT_BURN,1
2022-02-24T10:46,FAT_BURN,1
2022-02-24T12:45,FAT_BURN,1
2022-02-24T16:19,FAT_BURN,1
2022-02-25T15:35,FAT_BURN,1
2022-02-25T15:40,FAT_BURN,1
2022-02-26T15:06,FAT_BURN,1
2022-02-27T14:13,FAT_BURN,1
