timestamp,Infrared to Red Signal Ratio
04/12/22 00:00:05,2
04/12/22 00:01:06,8
04/12/22 00:02:06,4
04/12/22 00:03:06,26
04/12/22 00:04:06,28
04/12/22 00:05:06,33
04/12/22 00:06:06,26
04/12/22 00:07:07,2
04/12/22 00:08:07,34
04/12/22 00:09:07,0
04/12/22 00:10:07,-10
04/12/22 00:11:07,26
04/12/22 00:12:07,-17
04/12/22 00:13:07,52
04/12/22 00:14:08,0
04/12/22 00:15:08,8
04/12/22 00:16:08,4
04/12/22 00:17:08,13
04/12/22 00:18:08,0
04/12/22 00:19:08,0
04/12/22 00:20:08,5
04/12/22 00:21:09,-7
04/12/22 00:22:09,7
04/12/22 00:23:09,8
04/12/22 00:24:09,-50
04/12/22 00:25:09,0
04/12/22 00:26:09,-18
04/12/22 00:27:10,0
04/12/22 00:28:10,4
04/12/22 00:29:10,15
04/12/22 00:30:10,59
04/12/22 00:31:10,-4
04/12/22 00:32:10,-12
04/12/22 00:33:10,-4
04/12/22 00:34:11,-29
04/12/22 00:35:11,-34
04/12/22 00:36:11,-42
04/12/22 00:37:11,2
04/12/22 00:38:11,-79
04/12/22 00:39:11,7
04/12/22 00:40:11,0
04/12/22 00:41:12,0
04/12/22 00:42:12,0
04/12/22 00:43:12,-2
04/12/22 00:44:12,0
04/12/22 00:45:12,0
04/12/22 00:46:12,0
04/12/22 00:47:13,0
04/12/22 00:48:13,0
04/12/22 00:49:13,0
04/12/22 00:50:13,0
04/12/22 00:51:13,0
04/12/22 00:52:13,-3
04/12/22 00:53:13,-1
04/12/22 00:54:14,0
04/12/22 00:55:14,7
04/12/22 00:56:14,0
04/12/22 00:57:14,14
04/12/22 00:58:14,0
04/12/22 00:59:14,8
04/12/22 01:00:14,0
04/12/22 01:01:15,0
04/12/22 01:02:15,0
04/12/22 01:03:15,-31
04/12/22 01:04:15,-83
04/12/22 01:05:15,-2
04/12/22 01:06:15,1
04/12/22 01:07:16,20
04/12/22 01:08:16,0
04/12/22 01:09:16,0
04/12/22 01:10:16,-7
04/12/22 01:11:16,-8
04/12/22 01:12:16,12
04/12/22 01:13:16,-58
04/12/22 01:14:17,-1
04/12/22 01:15:17,0
04/12/22 01:16:17,-13
04/12/22 01:17:17,-8
04/12/22 01:18:17,0
04/12/22 01:19:18,12
04/12/22 01:20:18,0
04/12/22 01:21:19,0
04/12/22 01:22:19,-3
04/12/22 01:23:19,-6
04/12/22 01:24:19,0
04/12/22 01:25:19,34
04/12/22 01:26:19,0
04/12/22 01:27:20,5
04/12/22 01:28:20,0
04/12/22 01:29:20,-2
04/12/22 01:30:20,0
04/12/22 01:31:20,0
04/12/22 01:32:20,8
04/12/22 01:33:20,0
04/12/22 01:34:21,0
04/12/22 01:35:21,-1
04/12/22 01:36:21,0
04/12/22 01:37:21,17
04/12/22 01:38:21,27
04/12/22 01:39:21,0
04/12/22 01:40:21,3
04/12/22 01:41:22,7
04/12/22 01:42:22,-1
04/12/22 01:43:22,0
04/12/22 01:44:22,0
04/12/22 01:45:22,-17
04/12/22 01:46:22,27
04/12/22 01:47:23,50
04/12/22 01:48:23,-51
04/12/22 01:49:23,24
04/12/22 01:50:23,53
04/12/22 01:51:23,0
04/12/22 01:52:23,31
04/12/22 01:53:23,0
04/12/22 01:54:24,1
04/12/22 01:55:24,21
04/12/22 01:56:24,8
04/12/22 01:57:24,-19
04/12/22 01:58:24,0
04/12/22 01:59:24,0
04/12/22 02:00:25,0
04/12/22 02:01:25,0
04/12/22 02:02:25,0
04/12/22 02:03:25,10
04/12/22 02:04:25,-9
04/12/22 02:05:25,-7
04/12/22 02:06:25,0
04/12/22 02:07:26,0
04/12/22 02:08:26,0
04/12/22 02:09:26,0
04/12/22 02:10:26,0
04/12/22 02:11:26,-13
04/12/22 02:12:26,4
04/12/22 02:13:26,0
04/12/22 02:14:27,5
04/12/22 02:15:27,0
04/12/22 02:16:27,0
04/12/22 02:17:27,0
04/12/22 02:18:27,0
04/12/22 02:19:27,0
04/12/22 02:20:28,0
04/12/22 02:21:28,0
04/12/22 02:22:28,0
04/12/22 02:23:28,0
04/12/22 02:24:28,0
04/12/22 02:25:28,0
04/12/22 02:26:28,0
04/12/22 02:27:29,0
04/12/22 02:28:29,0
04/12/22 02:29:29,0
04/12/22 02:30:29,0
04/12/22 02:31:29,0
04/12/22 02:32:29,0
04/12/22 02:33:29,0
04/12/22 02:34:30,0
04/12/22 02:35:30,0
04/12/22 02:36:30,0
04/12/22 02:37:30,0
04/12/22 02:38:30,0
04/12/22 02:39:30,0
04/12/22 02:40:31,0
04/12/22 02:41:31,0
04/12/22 02:42:31,0
04/12/22 02:43:31,0
04/12/22 02:44:31,0
04/12/22 02:45:31,0
