timestamp,Infrared to Red Signal Ratio
02/13/22 00:00:33,-4
02/13/22 00:01:33,12
02/13/22 00:03:30,0
02/13/22 00:04:30,-13
02/13/22 00:05:31,21
02/13/22 00:06:31,-8
02/13/22 00:07:31,0
02/13/22 00:08:31,0
02/13/22 00:09:31,36
02/13/22 00:10:31,6
02/13/22 00:11:31,-23
02/13/22 00:12:32,-17
02/13/22 00:13:32,15
02/13/22 00:14:32,0
02/13/22 00:15:32,0
02/13/22 00:16:32,0
02/13/22 00:17:32,32
02/13/22 00:18:32,-6
02/13/22 00:19:33,-11
02/13/22 00:20:33,-55
02/13/22 00:21:33,7
02/13/22 00:22:33,-3
02/13/22 00:23:33,13
02/13/22 00:24:33,-8
02/13/22 00:25:34,26
02/13/22 00:26:34,-4
02/13/22 00:27:34,0
02/13/22 00:28:34,4
02/13/22 00:29:34,1
02/13/22 00:30:34,0
02/13/22 00:31:34,-9
02/13/22 00:32:35,-6
02/13/22 00:33:35,8
02/13/22 00:34:35,-15
02/13/22 00:35:35,0
02/13/22 00:36:35,-10
02/13/22 00:37:35,1
02/13/22 00:38:35,-1
02/13/22 00:39:36,0
02/13/22 00:40:36,-3
02/13/22 00:41:36,21
02/13/22 00:42:36,0
02/13/22 00:43:36,-2
02/13/22 00:44:36,-56
02/13/22 00:45:37,0
02/13/22 00:46:37,-49
02/13/22 00:47:37,0
02/13/22 00:48:37,0
02/13/22 00:49:37,0
02/13/22 00:50:37,0
02/13/22 00:51:37,0
02/13/22 00:52:38,0
02/13/22 00:53:38,0
02/13/22 00:54:38,-13
02/13/22 00:55:38,0
02/13/22 00:56:38,0
02/13/22 00:57:38,0
02/13/22 00:58:38,0
02/13/22 00:59:39,0
02/13/22 01:00:39,0
02/13/22 01:01:39,-1
02/13/22 01:02:39,-6
02/13/22 01:03:39,-13
02/13/22 01:04:39,-8
02/13/22 01:05:40,-52
02/13/22 01:06:40,-3
02/13/22 01:07:40,4
02/13/22 01:08:40,5
02/13/22 01:09:40,6
02/13/22 01:10:40,-8
02/13/22 01:11:40,31
02/13/22 01:12:41,32
02/13/22 01:13:41,-8
02/13/22 01:14:41,-40
02/13/22 01:15:41,-2
02/13/22 01:16:41,2
02/13/22 01:17:41,-15
02/13/22 01:18:41,-9
02/13/22 01:19:42,0
02/13/22 01:20:42,4
02/13/22 01:21:42,-14
02/13/22 01:22:42,1
02/13/22 01:23:42,13
02/13/22 01:24:42,-2
02/13/22 01:25:43,0
02/13/22 01:26:43,-34
02/13/22 01:27:43,0
02/13/22 01:28:43,1
02/13/22 01:29:43,15
02/13/22 01:30:43,-6
02/13/22 01:31:43,0
02/13/22 01:32:44,21
02/13/22 01:33:44,-3
02/13/22 01:34:44,-17
02/13/22 01:35:44,-34
02/13/22 01:36:44,0
02/13/22 01:37:44,-3
02/13/22 01:38:45,22
02/13/22 01:39:45,0
02/13/22 01:40:45,-36
02/13/22 01:41:45,-9
02/13/22 01:42:45,0
02/13/22 01:43:45,0
02/13/22 01:44:45,0
02/13/22 01:45:46,-11
02/13/22 01:46:46,0
02/13/22 01:47:46,-13
02/13/22 01:48:46,-6
02/13/22 01:49:46,0
02/13/22 01:50:46,-27
02/13/22 01:51:46,0
02/13/22 01:52:47,17
02/13/22 01:53:47,-4
02/13/22 01:54:47,0
02/13/22 01:55:47,21
02/13/22 01:56:47,21
02/13/22 01:57:47,5
02/13/22 01:58:48,-3
02/13/22 01:59:48,-13
02/13/22 02:00:48,-13
02/13/22 02:01:48,0
02/13/22 02:02:48,10
02/13/22 02:03:48,15
02/13/22 02:04:48,14
02/13/22 02:05:49,-3
02/13/22 02:06:49,0
02/13/22 02:07:49,0
02/13/22 02:08:49,47
02/13/22 02:09:49,-40
02/13/22 02:10:49,47
02/13/22 02:11:49,-1
02/13/22 02:12:50,0
02/13/22 02:13:50,23
02/13/22 02:14:50,0
02/13/22 02:15:50,9
02/13/22 02:16:50,30
02/13/22 02:17:50,4
02/13/22 02:18:51,30
02/13/22 02:19:51,0
02/13/22 02:20:51,-9
02/13/22 02:21:51,-14
02/13/22 02:22:51,-30
02/13/22 02:23:51,0
02/13/22 02:24:51,26
02/13/22 02:25:52,4
02/13/22 02:26:52,4
02/13/22 02:27:52,16
02/13/22 02:28:52,0
02/13/22 02:29:52,-21
02/13/22 02:30:52,-4
02/13/22 02:31:52,12
02/13/22 02:32:53,0
02/13/22 02:33:53,33
02/13/22 02:34:53,0
02/13/22 02:35:53,23
02/13/22 02:36:53,46
02/13/22 02:37:53,31
02/13/22 02:38:54,-9
02/13/22 02:39:54,-73
02/13/22 02:40:54,30
02/13/22 02:41:54,-12
02/13/22 02:42:54,0
02/13/22 02:43:54,-5
02/13/22 02:44:54,35
02/13/22 02:45:55,-3
02/13/22 02:46:55,-5
02/13/22 02:47:55,-45
02/13/22 02:48:55,-22
02/13/22 02:49:55,46
02/13/22 02:50:55,0
02/13/22 02:51:55,0
02/13/22 02:52:56,-8
02/13/22 02:53:56,36
02/13/22 02:54:56,0
02/13/22 02:55:56,7
02/13/22 02:56:56,-16
02/13/22 02:57:56,11
02/13/22 02:58:57,-51
02/13/22 02:59:57,-6
02/13/22 03:00:57,4
02/13/22 03:01:57,0
02/13/22 03:02:57,0
02/13/22 03:03:57,5
02/13/22 03:04:57,0
02/13/22 03:05:58,1
02/13/22 03:06:58,-3
02/13/22 03:07:58,0
02/13/22 03:08:58,-4
