timestamp,Infrared to Red Signal Ratio
02/14/22 00:00:36,0
02/14/22 00:01:36,-5
02/14/22 00:02:36,9
02/14/22 00:03:37,14
02/14/22 00:04:37,0
02/14/22 00:05:37,26
02/14/22 00:06:37,3
02/14/22 00:07:37,-5
02/14/22 00:08:37,0
02/14/22 00:09:37,0
02/14/22 00:10:38,-15
02/14/22 00:11:38,-2
02/14/22 00:12:38,0
02/14/22 00:13:38,0
02/14/22 00:14:38,-4
02/14/22 00:15:38,2
02/14/22 00:16:39,-4
02/14/22 00:17:39,0
02/14/22 00:18:39,0
02/14/22 00:19:39,0
02/14/22 00:20:39,0
02/14/22 00:21:39,0
02/14/22 00:22:39,0
02/14/22 00:23:40,0
02/14/22 00:24:40,0
02/14/22 00:25:40,-4
02/14/22 00:26:40,37
02/14/22 00:27:40,0
02/14/22 00:28:40,-6
02/14/22 00:29:40,24
02/14/22 00:30:42,17
02/14/22 00:31:42,-14
02/14/22 00:32:42,-8
02/14/22 00:33:42,-21
02/14/22 00:34:42,0
02/14/22 00:35:42,21
02/14/22 00:36:43,-4
02/14/22 00:37:43,0
02/14/22 00:38:43,0
02/14/22 00:39:43,0
02/14/22 00:40:43,0
02/14/22 00:41:43,0
02/14/22 00:42:43,0
02/14/22 00:43:44,-22
02/14/22 00:44:44,-1
02/14/22 00:45:44,-32
02/14/22 00:46:44,5
02/14/22 00:47:44,-5
02/14/22 00:48:44,0
02/14/22 00:49:44,0
02/14/22 00:50:45,-16
02/14/22 00:51:45,2
02/14/22 00:52:45,-5
02/14/22 00:53:45,20
02/14/22 00:54:45,-12
02/14/22 00:55:45,0
02/14/22 00:56:46,0
02/14/22 00:57:46,0
02/14/22 00:58:46,0
02/14/22 00:59:46,0
02/14/22 01:00:46,0
02/14/22 01:01:46,0
02/14/22 01:02:47,21
02/14/22 01:03:48,0
02/14/22 01:04:48,0
02/14/22 01:05:48,-24
02/14/22 01:06:48,0
02/14/22 01:07:48,0
02/14/22 01:08:48,0
02/14/22 01:09:48,-1
02/14/22 01:10:50,0
02/14/22 01:11:50,0
