timestamp,Infrared to Red Signal Ratio
04/17/22 01:48:01,0
04/17/22 01:49:01,1
04/17/22 01:50:01,13
04/17/22 01:51:01,37
04/17/22 01:52:01,39
04/17/22 01:53:01,0
04/17/22 01:54:02,0
04/17/22 01:55:02,0
04/17/22 01:56:02,19
04/17/22 01:57:02,-3
04/17/22 01:58:02,-3
04/17/22 01:59:02,0
04/17/22 02:00:02,-7
04/17/22 02:01:03,12
04/17/22 02:02:03,17
04/17/22 02:03:03,0
04/17/22 02:04:03,-55
04/17/22 02:05:03,-5
04/17/22 02:06:03,-26
04/17/22 02:07:04,-13
04/17/22 02:08:04,39
04/17/22 02:09:04,0
04/17/22 02:10:04,-2
04/17/22 02:11:04,-1
04/17/22 02:12:04,-1
04/17/22 02:13:04,-14
04/17/22 02:14:05,3
04/17/22 02:15:05,13
04/17/22 02:16:05,0
04/17/22 02:17:05,53
04/17/22 02:18:05,17
04/17/22 02:19:05,-31
04/17/22 02:20:05,-22
04/17/22 02:21:06,27
04/17/22 02:22:06,-5
04/17/22 02:23:06,0
04/17/22 02:24:06,-20
04/17/22 02:25:06,7
04/17/22 02:26:06,13
04/17/22 02:27:07,-8
04/17/22 02:28:07,-17
04/17/22 02:29:07,27
04/17/22 02:30:07,-3
04/17/22 02:31:07,50
04/17/22 02:32:07,-1
04/17/22 02:33:07,10
04/17/22 02:34:08,1
04/17/22 02:35:08,-36
04/17/22 02:36:08,40
04/17/22 02:37:08,19
04/17/22 02:38:08,34
04/17/22 02:39:08,2
04/17/22 02:40:08,50
04/17/22 02:41:09,20
04/17/22 02:42:09,47
04/17/22 02:43:09,36
04/17/22 02:44:09,0
04/17/22 02:45:09,3
04/17/22 02:46:09,38
04/17/22 02:47:10,21
04/17/22 02:48:10,6
04/17/22 02:49:10,2
04/17/22 02:50:10,2
04/17/22 02:51:10,-2
04/17/22 02:52:10,-30
04/17/22 02:53:10,21
04/17/22 02:54:11,-1
04/17/22 02:55:11,-4
04/17/22 02:56:11,21
04/17/22 02:57:11,9
04/17/22 02:58:11,0
04/17/22 02:59:11,-4
04/17/22 03:00:11,17
04/17/22 03:01:12,13
04/17/22 03:02:12,0
04/17/22 03:03:12,36
04/17/22 03:04:12,0
04/17/22 03:05:12,-1
04/17/22 03:06:12,13
04/17/22 03:07:13,0
04/17/22 03:08:13,3
04/17/22 03:09:13,17
04/17/22 03:10:13,8
04/17/22 03:11:13,3
04/17/22 03:12:13,8
04/17/22 03:13:13,30
04/17/22 03:14:14,14
04/17/22 03:15:14,19
04/17/22 03:16:14,16
04/17/22 03:17:14,-13
04/17/22 03:18:14,0
04/17/22 03:19:14,0
04/17/22 03:20:14,0
04/17/22 03:21:15,0
04/17/22 03:22:15,0
04/17/22 03:23:15,0
04/17/22 03:24:15,0
04/17/22 03:25:15,0
04/17/22 03:26:15,0
04/17/22 03:27:16,0
04/17/22 03:28:16,0
04/17/22 03:29:16,0
04/17/22 03:30:16,0
04/17/22 03:31:16,0
04/17/22 03:32:16,0
04/17/22 03:33:16,0
04/17/22 03:34:17,0
04/17/22 03:35:17,0
04/17/22 03:36:17,0
04/17/22 03:37:17,0
04/17/22 03:38:17,0
04/17/22 03:39:17,0
04/17/22 03:40:17,53
04/17/22 03:41:18,2
04/17/22 03:42:18,0
04/17/22 03:43:18,0
04/17/22 03:44:18,-43
04/17/22 03:45:18,0
04/17/22 03:46:18,0
04/17/22 03:47:19,0
04/17/22 03:48:19,0
04/17/22 03:49:19,0
04/17/22 03:50:19,-3
04/17/22 03:51:19,13
04/17/22 03:52:19,7
04/17/22 03:53:19,2
04/17/22 03:54:20,0
04/17/22 03:55:20,0
04/17/22 03:56:20,0
04/17/22 03:57:20,14
